1525417638.9844525,2,0.0,0.0,0.0,0.0,0,0,0.4,0.4,0,0
1525417638.9944537,0,0.0,0.0,0.0,0.0,0,0,0.4,0.4,0,1
1525417639.880532,0,0.491,0.0,0.0,0.0,1,0,0.4,0.4,0,2
1525417639.9118168,0,0.485,-0.006,0.0,0.0,1,0,0.4,0.4,0,3
1525417639.9438195,0,0.467,-0.018,0.073,0.729,1,0,0.4,0.4,0,4
1525417639.9758227,0,0.441,-0.026,0.144,0.708,1,0,0.4,0.4,0,5
1525417640.0078251,0,0.416,-0.024,0.235,0.917,1,0,0.4,0.4,0,6
1525417640.0398283,0,0.386,-0.03,0.35,1.146,1,0,0.4,0.4,0,7
1525417640.0718317,0,0.353,-0.033,0.498,1.479,1,0,0.4,0.4,0,8
1525417640.1038344,0,0.318,-0.035,0.688,1.896,1,0,0.4,0.4,0,9
1525417641.3351827,0,0.0,0.0,0.0,0.0,0,1,0.4,0.4,0,10
1525417642.6455438,2,0.482,-0.013,-0.002,0.208,1,0,0.4,0.4,1,0
1525417642.661545,0,0.471,-0.011,0.015,0.167,1,0,0.4,0.4,1,1
1525417642.7085493,0,0.431,-0.026,0.1,0.667,1,0,0.4,0.4,1,2
1525417642.7405522,0,0.404,-0.027,0.183,0.833,1,0,0.4,0.4,1,3
1525417642.7725546,0,0.37,-0.033,0.283,1.0,1,0,0.4,0.4,1,4
1525417642.789557,1,0.339,-0.031,0.415,1.312,1,0,0.4,0.4,1,5
1525417642.821561,0,0.35,0.011,0.646,2.312,1,0,0.4,0.4,1,6
1525417642.8535616,0,0.363,0.013,0.792,1.458,1,0,0.4,0.4,1,7
1525417644.0991886,0,0.0,0.0,0.0,0.0,0,1,0.4,0.4,1,8
1525417645.379588,2,0.476,-0.01,-0.002,0.167,1,0,0.4,0.396,2,0
1525417645.3955896,0,0.464,-0.012,0.01,0.125,1,0,0.4,0.396,2,1
1525417645.4435935,1,0.425,-0.026,0.088,0.417,1,0,0.4,0.396,2,2
1525417645.4755964,0,0.43,0.005,0.169,0.813,1,0,0.4,0.396,2,3
1525417645.5076003,1,0.436,0.006,0.206,0.375,1,0,0.4,0.396,2,4
1525417645.5406024,0,0.44,0.004,0.315,1.083,1,0,0.4,0.396,2,5
1525417645.5706055,0,0.45,0.01,0.381,0.667,1,0,0.4,0.396,2,6
1525417645.6026082,0,0.416,-0.033,0.54,1.583,1,0,0.4,0.396,2,7
1525417645.6346116,0,0.374,-0.042,0.771,2.312,1,0,0.4,0.396,2,8
1525417646.8659978,0,0.0,0.0,0.0,0.0,0,1,0.4,0.396,2,9
1525417648.1446407,2,0.471,-0.012,0.019,0.208,1,0,0.4,0.392,3,0
1525417648.160642,0,0.463,-0.008,0.031,0.125,1,0,0.4,0.392,3,1
1525417648.2096474,0,0.431,-0.019,0.117,0.667,1,0,0.4,0.392,3,2
1525417648.24165,0,0.4,-0.031,0.202,0.854,1,0,0.4,0.392,3,3
1525417648.2726529,0,0.369,-0.031,0.31,1.083,1,0,0.4,0.392,3,4
1525417648.3046558,0,0.336,-0.032,0.454,1.438,1,0,0.4,0.392,3,5
1525417648.3366585,0,0.308,-0.028,0.629,1.75,1,0,0.4,0.392,3,6
1525417649.5680766,1,0.0,0.0,0.0,0.0,0,1,0.4,0.392,3,7
1525417650.8784816,2,0.501,0.013,0.019,0.146,1,0,0.4,0.388,4,0
1525417650.8944829,0,0.522,0.021,0.021,0.021,1,0,0.4,0.388,4,1
1525417650.9414868,0,0.543,0.003,-0.021,-0.333,1,0,0.4,0.388,4,2
1525417650.9747467,1,0.512,-0.031,0.004,0.25,1,0,0.4,0.388,4,3
1525417651.0057495,1,0.516,0.004,0.079,0.75,1,0,0.4,0.388,4,4
1525417651.037752,1,0.566,0.05,0.119,0.396,1,0,0.4,0.388,4,5
1525417651.0697553,0,0.628,0.062,0.094,-0.25,1,0,0.4,0.388,4,6
1525417651.0867565,1,0.65,0.022,0.073,-0.208,1,0,0.4,0.388,4,7
1525417651.1187594,0,0.657,0.007,0.15,0.771,1,0,0.4,0.388,4,8
1525417651.150762,0,0.666,0.009,0.223,0.729,1,0,0.4,0.388,4,9
1525417651.1827648,0,0.632,-0.033,0.335,1.125,1,0,0.4,0.388,4,10
1525417651.2147677,1,0.596,-0.036,0.533,1.979,1,0,0.4,0.388,4,11
1525417651.2467704,0,0.598,0.002,0.773,2.396,1,0,0.4,0.388,4,12
1525417652.47716,1,0.0,0.0,0.0,0.0,0,1,0.4,0.388,4,13
1525417653.613544,2,0.487,0.016,0.035,0.167,1,0,0.4,0.384,5,0
1525417653.6285453,1,0.504,0.018,0.033,-0.021,1,0,0.4,0.384,5,1
1525417653.67755,0,0.581,0.05,-0.012,-0.375,1,0,0.4,0.384,5,2
1525417653.7085524,1,0.597,0.017,-0.065,-0.521,1,0,0.4,0.384,5,3
1525417653.7405548,1,0.606,0.009,-0.048,0.167,1,0,0.4,0.384,5,4
1525417653.7725575,0,0.654,0.048,-0.035,0.125,1,0,0.4,0.384,5,5
1525417653.8045602,1,0.669,0.015,-0.09,-0.542,1,0,0.4,0.384,5,6
1525417653.8355632,1,0.669,0.0,-0.023,0.667,1,0,0.4,0.384,5,7
1525417653.8675659,0,0.716,0.047,-0.015,0.083,1,0,0.4,0.384,5,8
1525417653.8995697,1,0.729,0.014,-0.046,-0.312,1,0,0.4,0.384,5,9
1525417653.9315722,1,0.737,0.008,0.006,0.521,1,0,0.4,0.384,5,10
1525417653.9638617,0,0.784,0.047,0.033,0.271,1,0,0.4,0.384,5,11
1525417653.9958644,0,0.799,0.015,0.017,-0.167,1,0,0.4,0.384,5,12
1525417654.0268674,0,0.772,-0.026,0.067,0.5,1,0,0.4,0.384,5,13
1525417654.0598702,1,0.748,-0.024,0.187,1.208,1,0,0.4,0.384,5,14
1525417654.075871,0,0.754,0.006,0.371,1.833,1,0,0.4,0.384,5,15
1525417654.1408772,0,0.802,0.001,0.525,0.625,1,0,0.4,0.384,5,16
1525417654.1728802,1,0.769,-0.032,0.702,1.771,1,0,0.4,0.384,5,17
1525417655.403268,0,0.0,0.0,0.0,0.0,0,1,0.4,0.384,5,18
1525417657.0329673,2,0.539,-0.004,0.048,0.229,1,0,0.4,0.38,6,0
1525417657.0439682,0,0.53,-0.009,0.05,0.021,1,0,0.4,0.38,6,1
1525417657.0969727,0,0.485,-0.022,0.169,0.688,1,0,0.4,0.38,6,2
1525417657.128976,1,0.459,-0.025,0.256,0.875,1,0,0.4,0.38,6,3
1525417657.1609793,1,0.464,0.005,0.369,1.125,1,0,0.4,0.38,6,4
1525417657.192982,1,0.512,0.048,0.438,0.687,1,0,0.4,0.38,6,5
1525417657.2249846,1,0.571,0.059,0.494,0.563,1,0,0.4,0.38,6,6
1525417657.2569878,1,0.635,0.065,0.581,0.875,1,0,0.4,0.38,6,7
1525417657.2889903,0,0.698,0.063,0.704,1.229,1,0,0.4,0.38,6,8
1525417658.5203204,0,0.0,0.0,0.0,0.0,0,1,0.4,0.38,6,9
1525417659.6556957,2,0.489,-0.007,0.069,0.187,1,0,0.4,0.376,7,0
1525417659.671697,0,0.477,-0.012,0.073,0.042,1,0,0.4,0.376,7,1
1525417659.718701,0,0.445,-0.022,0.165,0.646,1,0,0.4,0.376,7,2
1525417659.750704,1,0.42,-0.024,0.244,0.792,1,0,0.4,0.376,7,3
1525417659.7677057,1,0.43,0.01,0.342,0.979,1,0,0.4,0.376,7,4
1525417659.8007092,1,0.48,0.05,0.417,0.75,1,0,0.4,0.376,7,5
1525417659.8317115,1,0.539,0.059,0.467,0.5,1,0,0.4,0.376,7,6
1525417659.8637135,1,0.606,0.067,0.55,0.833,1,0,0.4,0.376,7,7
1525417659.895717,0,0.665,0.059,0.667,1.167,1,0,0.4,0.376,7,8
1525417661.141382,0,0.0,0.0,0.0,0.0,0,1,0.4,0.376,7,9
1525417662.2767596,2,0.451,-0.009,0.052,0.208,1,0,0.4,0.372,8,0
1525417662.292761,0,0.44,-0.011,0.056,0.042,1,0,0.4,0.372,8,1
1525417662.3417654,0,0.399,-0.023,0.173,0.667,1,0,0.4,0.372,8,2
1525417662.3727677,1,0.373,-0.025,0.258,0.854,1,0,0.4,0.372,8,3
1525417662.40477,1,0.382,0.009,0.365,1.063,1,0,0.4,0.372,8,4
1525417662.4367728,0,0.436,0.054,0.427,0.625,1,0,0.4,0.372,8,5
1525417662.4687757,0,0.45,0.014,0.471,0.437,1,0,0.4,0.372,8,6
1525417662.5007794,1,0.419,-0.03,0.625,1.542,1,0,0.4,0.372,8,7
1525417663.7321777,0,0.0,0.0,0.0,0.0,0,1,0.4,0.372,8,8
1525417665.23588,2,0.536,-0.007,0.056,0.187,1,0,0.4,0.368,9,0
1525417665.2518811,0,0.525,-0.011,0.077,0.208,1,0,0.4,0.368,9,1
1525417665.2988853,0,0.495,-0.021,0.146,0.604,1,0,0.4,0.368,9,2
